,id,text,sentiment,nouns
19,143052788635668482,Regarde Tf1 ---&gt; Miss France 2012!!!,"(0.0, 0.0)","['regarde tf1', 'miss france']"
20,143053093737734144,@SSestimations Nous animons un LT autour de l'élection de #MissFrance :),"(0.5, 1.0)","['ssestimations nous', 'animons un', 'lt', 'missfrance']"
21,143053350013894656,Miss France on va bien rigoler  #TF1,"(0.25, 0.225)","['miss france', 'va bien rigoler #', 'tf1']"
22,143053486836297729,"à toutes celles qui rêvent de participer à Miss France, je vous rappelle que la taille requise et de 1.70m. ça calme hein ? #missfrance","(0.195, 0.22499999999999998)","['à toutes celles qui rêvent', 'participer à', 'miss france', 'je vous rappelle que', 'taille requise', 'ça calme hein', '# missfrance']"
23,143053560605704192,"Ce soir, élection de Miss Fin du Monde. #TF1","(-0.1, 0.15)","['ce', 'miss fin', 'monde', 'tf1']"
24,143053715396501504,"Pipi, eau, twitter, TF1 ... Je suis prete pour Miss France !!!","(0.27343750000000006, 0.15)","['pipi', 'tf1', 'je', 'suis prete', 'miss france']"
25,143053915095695361,La Miss Champagne-Ardenne ... c'est toujours pas ça ! On a pourtant des belles femmes dans notre région... #MissFrance #ChampagneArdenne,"(0.8, 0.8)","['miss champagne-ardenne', ""... c'est toujours pas ça"", 'pourtant des belles femmes dans notre région ... #', 'missfrance', 'champagneardenne']"
26,143053935568109568,@StephPqrJcq Brest mem' #bzhpowa #tf1,"(0.0, 0.0)","['stephpqrjcq brest', '# bzhpowa # tf1']"
27,143054170654650370,"Bon ce soir, c'est élection #missfrance!! Ne cherchez pas à voter, je ne me suis pas presentée cette année ","(1.0, 0.7)","['bon', 'ce soir', ""c'est élection # missfrance"", 'ne', 'cherchez pas à voter', 'je ne', 'suis pas presentée cette année \ue402']"
28,143054415987871744,"Video : Miss France 2012, choisissez c'est ce soir sur TF1: 33 jeunes filles sont en piste pour gagn... http://t.co/k3CtGo49 Vidéo buzz","(0.32, 0.4)","['video', 'miss france', ""choisissez c'est ce soir sur"", 'tf1', 'jeunes filles sont', 'gagn ... http', 'vidéo']"
29,143054612939812864,#missfrance !!!! Aller Picardie et Roussillon :D,"(1.0, 1.0)","['# missfrance', 'aller picardie', 'roussillon']"
30,143054624356704256,@Laurielle_UR_JB regarde miss france ca commence mtn sur tf1 g oublie c a kel h,"(0.0, 0.0)","['laurielle_ur_jb', 'france ca commence mtn sur tf1 g oublie c', 'kel h']"
31,143054870398767104,#MissFrance: ce soir spéciale élection de la meilleure p*te made in Endemol #teamgenevieve,"(0.515, 0.5)","['missfrance', 'ce soir spéciale élection', 'meilleure p * te', 'endemol', '# teamgenevieve']"
32,143054897212952576,Sa devrait être facile de trouver plus belle que Laury Thilleman pour la nouvelle miss france. #TF1,"(0.4566666666666667, 0.5499999999999999)","['sa', 'devrait être facile', 'belle que', 'laury thilleman', 'tf1']"
33,143055235470983168,#nw - Election Miss France 2012. - #TF1,"(0.0, 0.0)","['# nw', 'miss france', 'tf1']"
34,143055261869940736,Tout le monde sur TF1 pour l'Election Miss France 2012! #CoupDePub En général je cautionne pas ces gros coups mais là... C'est un culte.,"(0.09166666666666667, 0.10000000000000002)","['tout', 'monde sur', 'tf1', 'miss france', 'coupdepub en', 'général je cautionne pas ces gros coups mais là ...', ""c'est"", 'un culte']"
35,143055284942798848,"Attention ! Prise d'antenne imminente !! On se prépare, on s'installe et on regarde #missfrance sur #TF1 en direct de #Brest","(0.2, 0.2)","['attention', 'prise', ""d'antenne imminente"", 'se prépare', 'regarde # missfrance sur #', 'tf1', 'brest']"
36,143055336994115584,Miss France tonight ? #TF1,"(0.0, 0.0)","['miss france', 'tf1']"
37,143055438492082176,Ce soir je vais largement critiquer les Miss France #MissFrance #TF1,"(0.05, 0.4)","['ce', 'soir je vais largement critiquer les', 'miss france', 'missfrance', 'tf1']"
38,143055546268917761,Election of Miss France 2O12 tonight on #TF1 channel #TeamFollowBack #FollowBack #FollowMeIFolloWu,"(0.0, 0.0)","['miss france', 'tf1', 'channel #', 'teamfollowback', 'followback', 'followmeifollowu']"
39,143055730621165568,"apres le JT , ils ont dit : Tout de suite Miss France , -- ça va faire 1 quart d'heure qu'on attend mais bon #MissFrance","(0.45999999999999996, 0.39999999999999997)","['jt', 'ils ont dit', 'tout', 'miss france', 'ça va faire', ""quart d'heure qu'on"", 'mais bon #', 'missfrance']"
40,143055792638136320,Et c'est la soirée dindes sur TF1 ... #missfrance2012,"(0.0, 0.0)","['et', 'soirée dindes sur', 'tf1', '... # missfrance2012']"
41,143055847482867712,Miss France commence. :) #TF1,"(0.5, 1.0)","['miss france', 'tf1']"
42,143055850620207104,Miss France 2012 : suivez le prime en direct - News Election de Miss France 2012 - TF1 http://t.co/RJAl9I2a,"(0.2, 0.2)","['miss france', 'news election', 'miss france', 'tf1']"
43,143055883042172928,"Go #MissFrance ... Picardie, Provence, Languedoc, Bretagne, Poitou Charente ... Voilà voilà !","(0.0, 0.0)","['missfrance', 'picardie', 'provence', 'languedoc', 'bretagne', 'poitou charente', 'voilà']"
44,143055906505101312,Miss france et ses 185759 sponsors.. #MissFrance,"(0.0, 0.0)","['miss', 'sponsors .. #', 'missfrance']"
45,143055919218040833,Watching Miss France #TF1,"(0.0, 0.0)","['watching miss france', 'tf1']"
46,143055925211705344,#MissFrance ... Lest's Go !! @LauryThilleman sublime ♥,"(1.0, 1.0)","['missfrance', 'lest', 'laurythilleman', 'sublime ♥']"
47,143055948569776128,Miss france #tf1,"(0.0, 0.0)","['miss', 'france # tf1']"
48,143055984703713280,Election Miss France en Bretagne. C'est bon ça #TF1,"(0.7, 0.7)","['miss france', 'bretagne', ""c'est"", 'bon ça #', 'tf1']"
49,143056047148511232,Toujours la même chanson depuis 50 ans xD #MissFrance,"(0.0, 0.5)","['toujours', 'même chanson depuis', 'ans xd #', 'missfrance']"
50,143056076147924994,Nw Miss France #TF1,"(0.0, 0.0)","['nw miss france', 'tf1']"
51,143056085044035585,Miss France commence #MissFrance #TF1,"(0.0, 0.0)","['miss france', 'commence #', 'missfrance', 'tf1']"
52,143056099405340672,Watching Miss France hehe I'm a dork! :) #missfrance,"(0.5, 1.0)","['watching miss france', '# missfrance']"
53,143056102551064578,Miss France Commence Maintenant !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #TF1,"(0.0, 0.0)","['miss france commence maintenant', 'tf1']"
54,143056132741660673,#missFrance  ou comment sourire comme une conne pendant 3 bonnes heures ... Bonne soirée :),"(0.3, 0.6599999999999999)","['# missfrance ou comment sourire comme', 'conne pendant', 'bonnes heures ...', 'bonne']"
55,143056135937732608,Miss France version KKK. #TF1,"(0.0, 0.0)","['miss france', 'version kkk', 'tf1']"
56,143056203759616000,ouhouh ambiance Druides à Brocéliande à Penfeld! #missfrance2012 #TF1,"(0.0, 0.0)","['ouhouh ambiance', 'druides', 'brocéliande', 'penfeld', '# missfrance2012 #', 'tf1']"
57,143056236340985857,J'aime leur robe ! #MissFrance,"(0.75, 0.6)","[""j'aime"", 'leur robe', 'missfrance']"
58,143056239134392320,Ce soir je suis en mode #MissFrance rien que pour les robes *-*,"(0.0, 0.0)","['ce', 'soir je suis', 'mode #', 'missfrance', 'rien que', 'les robes *']"
59,143056245878824960,#LaRéunion c'est partie pour #MissFrance et tous le 974 pour @MariePayet,"(0.22, 0.1)","['laréunion', ""c'est partie"", 'missfrance', 'mariepayet']"
60,143056258730164224,Devant Miss France !! #TF1,"(0.0, 0.0)","['devant miss france', 'tf1']"
61,143056262580539392,Miss France sur TF1 =&gt; Où comment zapper. #ToutUnArt,"(0.0, 0.0)","['miss france', 'tf1', 'où', 'comment zapper', 'toutunart']"
62,143056286685216769,#NowWatching : Miss France #TF1 Tié prête @EyeCandee ? Lool,"(0.14, 0.15)","['nowwatching', 'miss france', 'tf1 tié', 'prête @', 'eyecandee', 'lool']"
63,143056290183262208,Elles sont belles leurs robes. #MissFrance #TF1,"(0.8, 0.8)","['elles', 'sont belles leurs robes', 'missfrance', 'tf1']"
64,143056306985648128,J'aime pas leurs robes. #missfrance,"(0.6, 0.6)","[""j'aime"", 'pas leurs robes', '# missfrance']"
65,143056382147559428,très jolie robe pour ce 1er défilé #missfrance,"(1.0, 1.0)","['très jolie robe', 'ce 1er défilé # missfrance']"
66,143056388275449856,Je veux voir la Miss Centre #TF1,"(0.0, 0.0)","['je', 'veux voir', 'miss centre', 'tf1']"
67,143056400938045440,Miss Provence doit gagner !#MissFrance,"(0.0, 0.0)","['miss provence', 'doit gagner', 'missfrance']"
68,143056407070126080,"Oh, Lorie ma femme #MissFrance","(0.0, 0.0)","['oh', 'lorie', 'ma femme #', 'missfrance']"
69,143056447142510592,Un peu kitch le jury cette année! #MissFrance #TF1,"(-0.05, 0.25)","['un', 'peu kitch', 'jury cette année', 'missfrance', 'tf1']"
70,143056449042513921,Mdr elle fait quoi Lorie dans le jurie ? #MissFrance,"(0.0, 0.0)","['mdr', 'elle fait quoi', 'lorie', 'missfrance']"
71,143056450644742144,La rousse comment elle défile purée. (Miss Ile de France.) C'est hard. #Missfrance,"(0.0, 0.0)","['rousse comment elle défile purée', 'miss ile', 'france', ""c'est"", 'missfrance']"
72,143056457565347840,Miss Languedoc ou Miss Tahiti ou Miss Alsace #MissFrance,"(0.0, 0.0)","['miss languedoc', 'miss tahiti', 'miss alsace', 'missfrance']"
73,143056463315738624,C'est quoi ce jury de merde? #MissFrance #TF1,"(-0.7, 0.4)","[""c'est"", 'quoi ce jury', 'missfrance', 'tf1']"
74,143056491019124736,"Spacer de Sheila, pour le premier défilé des Miss, crispées, regards en bas sur l'escalier. #MissFrance #TF1","(0.15, 0.1)","['spacer', 'sheila', 'premier défilé des', 'miss', ""bas sur l'escalier"", 'missfrance', 'tf1']"
75,143056508865875968,@Sofia_Essaidi la plus belle ce soir ! #SofiaEssaidi #missfrance,"(1.0, 1.0)","['sofia_essaidi', 'belle ce soir', 'sofiaessaidi', '# missfrance']"
76,143056515224453120,Miss Corse est moche #MissFrance,"(-0.8, 0.8)","['miss corse', 'est moche #', 'missfrance']"
77,143056562762678272,Oh Sofia Essaidi dans le jury #missfrance ! Même elle est plus magnifique que les miss !,"(0.5, 0.75)","['oh sofia essaidi', 'jury # missfrance', 'même', 'elle est', 'magnifique que les']"
78,143056565577060352,Je trouve que c'est un jury de merde... #TF1,"(-0.7, 0.4)","['je', ""trouve que c'est un jury"", 'merde ... #', 'tf1']"
79,143056583549652992,Whouaaah Miss Guadeloupe ! Visuel on diraaaaiiiit !!! #MissFrance,"(0.0, 0.0)","['whouaaah miss guadeloupe', 'visuel', 'missfrance']"
80,143056607838863360,Miss guadeloupe c'est la plus belle !!! #MissFrance,"(1.0, 1.0)","['miss', ""guadeloupe c'est"", 'missfrance']"
81,143056640374083584,Miss Normandie est moche #MissFrance criticage x),"(-0.8, 0.8)","['miss normandie', 'est moche #', 'missfrance', 'criticage x']"
82,143056663799283714,Miss Normandie n'est pas très belle #MissFrance,"(-0.2, 0.4)","['miss normandie', ""n'est pas très belle #"", 'missfrance']"
83,143056665166614528,#missfrance c'est parti on a déjà failli perdre Languedoc-Roussillon,"(-0.1, 0.1)","[""# missfrance c'est parti"", 'déjà failli perdre', 'languedoc-roussillon']"
84,143056676747100161,Première petite glissade d'une Miss au sourire en coin. #MissFrance #TF1,"(0.3, 0.10000000000000002)","['première', ""petite glissade d'une"", 'miss', 'au sourire', 'missfrance', 'tf1']"
85,143056690273722368,je rappel que la gagnante de ce soir repart avec 1 voir 2 membres du jury pour jouer avec son membre ;-) lol #MissFrance,"(0.25, 1.0)","['je rappel que', 'ce soir repart avec', 'membres du jury', 'jouer avec son membre', 'lol #', 'missfrance']"
86,143056690663796736,Miss Centre est à couper le souffle !!!! #MissFrance GOSH,"(0.0, 0.0)","['miss centre', 'est à couper', 'missfrance gosh']"
87,143056697940905985,"Une élection sous le signe de la modernité, arrivée sur ""spacer"" de Sheila #missfrance","(0.1, 0.1)","['une', 'élection sous', 'arrivée sur', 'sheila', '# missfrance']"
88,143056771097956352,Les robes son très jolies #MissFrance,"(1.0, 1.0)","['les', 'robes son très jolies #', 'missfrance']"
89,143056800969785344,"Le télé Thon a commencé sur TF1, un jury composé des grands chefs ? #TF1","(0.3, 0.2)","['thon', 'commencé sur', 'tf1', 'un jury composé des grands chefs', 'tf1']"
90,143056829889515521,Miss Martinique ressemble à celle qui chante Mr Sainte Nitouche... #MissFrance,"(0.0, 0.0)","['miss martinique', 'ressemble à celle qui chante', 'mr sainte nitouche', '... #', 'missfrance']"
91,143056866128306176,@DenisBrogniart et @LorieOfficiel deja en train de discuter alors que sa commence juste #TF1,"(0.22, 0.2)","['denisbrogniart', 'lorieofficiel', 'discuter alors que sa commence juste #', 'tf1']"
92,143056873539649536,Miss Lorraine est un VRAI THON #TF1,"(0.05, 0.4)","['miss lorraine', 'est un', 'vrai thon', 'tf1']"
93,143056894116888576,OMG la Miss Bretagne elle est cheeeuuum ! #MissFrance,"(0.0, 0.0)","['omg', 'miss bretagne', 'elle est cheeeuuum', 'missfrance']"
94,143056919043653633,Sourire forcé #tf1,"(-0.05000000000000002, 0.275)","['sourire', 'forcé # tf1']"
95,143056922378121217,Miss France c'est soit Tahiti ou Guadeloupe ! bref tchao salut #tf1,"(0.08, 0.2)","['miss france', ""c'est soit"", 'tahiti', 'guadeloupe', 'bref tchao salut # tf1']"
96,143056941000826880,Miss Bretagne elle est pas si belle que ça ... #TF1,"(-0.2, 0.4)","['miss bretagne', 'elle est pas si belle que ça ... #', 'tf1']"
97,143056977247997954,Miss Tahiti ressemble à Teheiura ! #kohLanta #MissFrance,"(0.0, 0.0)","['miss tahiti', 'ressemble à', 'teheiura', '# kohlanta #', 'missfrance']"
98,143056997867208706,Miss Normandie est moche ! #MissFrance,"(-1.0, 0.8)","['miss normandie', 'est moche', 'missfrance']"
99,143057016095641600,#çaménèrve toutes ses sourires figés chez les #MissFrance !!! #TF1,"(-0.0853125, 0.2)","['# çaménèrve toutes ses sourires figés chez les #', 'missfrance', 'tf1']"
100,143057035381059584,"ce soir, je serait la plus belle pour aller danser avec mes talons aiguilles de 7 cm. #MissFrance","(1.0, 1.0)","['ce soir', 'je serait', 'aller danser avec mes talons aiguilles', 'missfrance']"
101,143057053722750976,HO merde ya une rousse dans les #MissFrance WTF!! #Mauvaisesélection,"(-0.35, 0.2)","['ho', 'merde ya', 'rousse dans les #', 'missfrance wtf', 'mauvaisesélection']"
102,143057075394711552,#missfrance miss Bretagne elle est grave moche. Je vous le dis.,"(-0.2, 0.55)","['# missfrance', 'bretagne', 'elle est', 'grave moche', 'je']"
103,143057109767032832,#MissFrance @MariePayet soutener la #LaRéunion,"(0.0, 0.0)","['missfrance', 'mariepayet', 'laréunion']"
104,143057112082300928,miss Bretagne elle est vraiment moche. #missfrance,"(-1.0, 1.0)","['bretagne', 'elle est vraiment moche', '# missfrance']"
105,143057123885072384,Brest powa #MissFrance,"(0.0, 0.0)","['brest', 'powa #', 'missfrance']"
106,143057145842245632,Maintenant qu'Endemol a totalement repris les rennes de #MissFrance le défilé en maillot se passe en topless c'est ça?,"(0.1, 0.75)","['maintenant', 'totalement repris les rennes', 'missfrance', 'maillot se passe', ""topless c'est ça""]"
107,143057167686176768,"En Bretagne, Coool  #missfrance","(0.0, 0.0)","['en bretagne', 'coool', '# missfrance']"
108,143057208593227776,Devant Miss France #TF1,"(0.0, 0.0)","['devant miss france', 'tf1']"
109,143057216239448064,"Celle du ""Nord pas de Calais"" je trouve elle est jolie. Faut que je regarde aussi Languedoc roussillon je suis née dans le gare. #Missfrance","(0.285, 0.3)","['celle', 'nord', 'calais', 'je trouve elle est jolie', 'faut', 'que je regarde aussi', 'languedoc', 'roussillon je suis née dans', 'missfrance']"
110,143057221511688193,Miss Bretagne est immonde #missfrance,"(0.0, 0.0)","['miss bretagne', 'est immonde # missfrance']"
111,143057228075773952,. @pharebreton ah quand Miss France Geek ? #missfrance,"(0.0, 0.0)","['@ pharebreton ah quand', 'miss france geek', '# missfrance']"
112,143057239031283713,Je suis  à 100% pour MISS REUNION ! #MissFrance,"(0.0, 0.0)","['je', 'suis à', 'miss reunion', 'missfrance']"
113,143057246539104256,Pourquoi elle sont toutes en robes de mariée ces petasse #MissFrance,"(0.11, 0.05)","['pourquoi', 'elle sont toutes', 'mariée ces petasse #', 'missfrance']"
114,143057247327617024,Go magnifique :) #MissFrance #MissLanguedoc #MissProvence,"(0.75, 1.0)","['missfrance', 'misslanguedoc', 'missprovence']"
115,143057251291246593,Miss France commence sur TF1 !,"(0.0, 0.0)","['miss france', 'commence sur', 'tf1']"
116,143057260564844544,Miss Gwada elle est joooolie ! #MissFrance,"(0.0, 0.0)","['miss gwada', 'elle est joooolie', 'missfrance']"
117,143057269884588032,Miss Provence il n'y a pas photo ! http://t.co/580zm21Y #missfrance,"(0.0, 0.0)","['miss provence', 'il n', 'pas photo', '//t.co/580zm21y # missfrance']"
118,143057270027194368,Parcontre Miss Guadeloupe a toutes ses chances ! #MissFrance,"(0.275, 0.1)","['parcontre miss guadeloupe', 'toutes ses chances', 'missfrance']"
119,143057275047776256,Sofia Essaidi elle est super belle qd meme #MissFrance,"(0.5, 0.7333333333333334)","['sofia essaidi', 'elle est', 'super belle qd meme #', 'missfrance']"
120,143057288398254082,Tout sa pour laissé Jean-Pierre se préparer  en coulisse. A j'te jure ! #TF1,"(0.275, 0.1)","['tout', 'jean-pierre', 'se préparer', ""j'te jure"", 'tf1']"
121,143057288779935744,Ca faisait longtemps qu'on a plus vu Jean Pierre Foucault à la présentation #MissFrance,"(0.15, 0.1)","['ca', ""faisait longtemps qu'on"", 'jean pierre foucault', 'présentation #', 'missfrance']"
122,143057293930528769,La Bretagne. Wesssshh wesssshh ! #MissFrance,"(0.0, 0.0)","['bretagne', 'wesssshh', 'missfrance']"
123,143057305188048898,Laury Thilleman forever ! #missfrance,"(0.0, 0.0)","['laury thilleman', '# missfrance']"
124,143057312158990336,Miss Guadeloupe elle est belle #MissFrance #TF1,"(0.8, 0.8)","['miss guadeloupe', 'elle est belle #', 'missfrance', 'tf1']"
125,143057322908979201,Elles sont pas très jojo les Miss #TF1,"(-0.005, 0.65)","['elles', 'sont pas très jojo les', 'miss', 'tf1']"
126,143057382585544704,Languedoc est magnifique. #MissFrance,"(1.0, 1.0)","['languedoc', 'est magnifique', 'missfrance']"
127,143057385727066112,"@carlitoooh Regarde TF1, il y a Miss France 2012.","(0.0, 0.0)","['@ carlitoooh', 'regarde tf1', 'il y', 'miss france']"
128,143057398469373953,Aaaaah Alain Delon !! Même a 76 ans je le trouve incroyablement charmant !! #missfrance,"(0.4296875, 0.5)","['aaaaah alain delon', 'même', 'ans je', 'trouve incroyablement charmant', '# missfrance']"
129,143057408640557056,"Miss Bretagne à Brest, vous êtes sérieux #MissFrance là ? OK, le spectateur vote à 100%.","(0.45, 0.55)","['miss bretagne', 'brest', 'vous êtes sérieux #', 'missfrance', 'spectateur vote à']"
130,143057419373776896,Miss Bretagne fait honte à celle-ci ! #TF1,"(0.0, 0.0)","['miss bretagne', 'fait honte à celle-ci', 'tf1']"
131,143057440873787392,"Corse, Bretagne aucune chance. la suite dès que je les ai vues #missfrance","(0.0, 0.0)","['corse', 'bretagne', 'aucune chance', 'suite dès que je les ai vues # missfrance']"
132,143057452982743040,Miss Picardie 2011 - Miss France 2012 - MYTF1 http://t.co/x8nYCFKV,"(0.0, 0.0)","['miss picardie', 'miss france', 'mytf1']"
133,143057453548961793,Alain Delon a surtout besoin de sous #MissFrance,"(0.0, 0.0)","['alain delon', 'surtout besoin', 'sous #', 'missfrance']"
134,143057457969770496,Allez Miss France choisie à 100% par les français... Je tremble d'avance #MissFrance,"(0.15000000000000002, 0.2)","['allez miss france', 'choisie à', '% par les français ...', 'je', ""tremble d'avance #"", 'missfrance']"
135,143057466660356097,Miss France 2012.. et si c'était la dernière? #MissFrance #FinDuMonde,"(-0.09499999999999999, 0.4)","['miss france', ""si c'était"", 'missfrance', 'findumonde']"
136,143057468237418496,Moi je suis pour Miss Picardie #TF1,"(0.0, 0.0)","['moi', 'je suis', 'miss picardie', 'tf1']"
137,143057484091891712,"Tema regardez les avec leur sourires la, je suis sure qu'elles ont mal aux joues. #TF1","(-0.7, 0.7)","['tema', 'regardez les avec leur sourires', 'je suis', ""sure qu'elles ont mal aux joues"", 'tf1']"
138,143057492564393985,Sylvie Tellier je l'ai jamais trouvé si extra que ça ... #missfrance,"(0.1, 0.6)","['sylvie tellier', ""je l'ai jamais trouvé si"", 'extra que ça ... # missfrance']"
139,143057494095302656,Elles ont de ces robes *_* #MissFrance,"(0.0, 0.0)","['elles', 'ces robes * _ * #', 'missfrance']"
140,143057507147988992,"Pour l'instant faut pas trop s'attacher, le jury a déjà décidé d'en viré 21 #missfrance","(0.10833333333333334, 0.45)","['pour', ""l'instant faut pas trop s'attacher"", ""déjà décidé d'en viré"", '# missfrance']"
141,143057513103888385,Miss Guadeloupe susu rpz  #missfrance (cc @Kimy_Mayliss_T ),"(0.0, 0.0)","['miss guadeloupe', 'susu rpz # missfrance', 'cc @', 'kimy_mayliss_t']"
142,143057521828048896,Le défilé des wannabe vétérinaires is on!! #MissFrance,"(0.0, 0.0)","['défilé des wannabe vétérinaires', 'missfrance']"
143,143057521907728384,#MissFrance Sylvie Tellier devrait faire gaffe le vert porte malheur,"(0.0, 0.1)","['missfrance sylvie tellier', 'devrait faire gaffe', 'vert porte malheur']"
144,143057541591597056,c'est quoi cette robe verte quelle porte #missfrance,"(0.0, 0.1)","[""c'est quoi cette robe verte quelle porte # missfrance""]"
145,143057554526846976,Alain Delon et @SylvieTellier font leur entrée #MissFrance,"(0.0, 0.0)","['alain delon', 'sylvietellier', 'font leur entrée #', 'missfrance']"
146,143057562969972736,Sylvie Tellier est sublime #MissFrance,"(1.0, 1.0)","['sylvie tellier', 'est sublime #', 'missfrance']"
147,143057586495832064,C'est quoi ces musiques de merdes la ? #MissFrance,"(0.0, 0.0)","[""c'est"", 'quoi ces musiques', 'missfrance']"
148,143057592925700096,Faut vraiment qu'ils arrêtent avec leurs musiques de merde là ! C'est plus possible ! #MissFrance,"(-0.2916666666666667, 0.43)","['faut', ""vraiment qu'ils arrêtent avec leurs musiques"", 'merde là', ""c'est"", 'missfrance']"
149,143057596851552257,"Je trouve Sylvie Tellier vraiment moche. Elle avait totalement volé son titre de #MissFrance à l'époque. Et Delon président d'honneur, euh..","(-0.45, 0.875)","['je', 'sylvie tellier', 'vraiment moche', 'elle', 'avait totalement volé son titre', 'missfrance', ""à l'époque"", 'et delon', ""président d'honneur"", 'euh ..']"
150,143057621765734400,Miss France &lt;3 #TF1,"(0.0, 0.0)","['miss france', 'tf1']"
151,143057625276350467,la robe vert c'est ... (on a dit pas le physique)  #missfrance,"(0.4, 0.05)","[""robe vert c'est ..."", 'dit pas', '# missfrance']"
152,143057629927837696,#MissFrance Moi j'attends les présentation pour savoir laquelle je préfère,"(0.0, 0.0)","['missfrance moi', ""j'attends les présentation"", 'savoir laquelle je préfère']"
153,143057632381513729,Miss Centre qui se casse la figure 3 secondes après le début de la danse #MissFrance,"(0.0, 0.0)","['miss centre', 'qui se casse', 'secondes après', 'danse #', 'missfrance']"
154,143057639591514112,Sylvie Tellier croit que les applaudissements sont pour elle #missfrance,"(0.0, 0.0)","['sylvie tellier', 'croit que les applaudissements sont', 'elle # missfrance']"
155,143057655949312001,on va dire que miss Langudeoc Roussillon est POTABLE . #TF1,"(0.0, 0.0)","['va dire que', 'langudeoc roussillon', 'potable', 'tf1']"
